Id de evento;Tipo;Fecha Evento;Título evento;Descripcion y Resumen Evento;Categorias;Subcategorias;Doble/Multiple Afectacion;Resolucion 1612;Resolucion 1820;Departmento;Municipio;Latitud;Longitud;Numero de afectados;Genero;Familia;Ocupacion;Etnia;Grupo poblacional;Edad;Estado;Condicion;Fecha de fuente;Tipo de fuente;Nombre de fuente;Fuente
554;Violencia;2024-02-10T00:00:00;Atentado contra agente de tránsito en Tuluá deja a una mujer afectada;.Valle Del Cauca-Tulúa-Saturday, February 10, 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Valle Del Cauca;Tuluá;4.084722222;-76.19861111;1;Masculino;0;Funcionario (a) Público(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45332;Facebook;Contraste;https://www.facebook.com/photo/?fbid=913354307464542&set=a.463958439070800
555;Violencia;2024-02-20T00:00:00;Un campesino resultó herido tras la activación de una mina Antipersonal en Segovia;.Antioquia-Segovia-martes 20 febrero 2024;Uso de artefactos explosivos;Trampas explosivas- TE;No;No;No;Antioquia;Segovia;7.078055556;-74.70166667;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Herido;Civil;45342;Radio;Caracol;https://caracol.com.co/2024/02/21/un-campesino-cayo-en-un-campo-minado-en-segovia-y-quedo-herido/
556;Violencia;2024-02-12T00:00:00;57 familias se encuentran desplazadas en Segovia tras enfrentamientos entre GANE;.Antioquia,Antioquia,Antioquia-Segovia,Segovia,Segovia-martes 20 febrero 2024;Desplazamiento forzado;Desplazamientos masivos;Si;No;No;Antioquia;Segovia;7.078055556;-74.70166667;151;Desconocido;57;Campesino(a) / Agricultor(a);Sin información;Población en general;Sin información;No aplica;Civil;45343;Radio;Caracol;https://caracol.com.co/2024/02/21/en-segovia-hay-57-familias-desplazadas-registradas-once-estan-en-albergues-de-alcaldia/
557;Violencia;2024-02-03T00:00:00;Denuncian nuevo caso de secuestro en Puerto Jordán;.Arauca-Fortul-miércoles 24 enero 2024;Ataques contra la población civil;Secuestro;No;No;No;Arauca;Tame;6.458333333;-71.74472222;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Desconocido;Desconocido;45325;Prensa;La Prensa Araucana;https://www.facebook.com/photo/?fbid=919247660206204&set=a.472407494890225
558;Violencia;2024-02-04T00:00:00;Sicarios asesinaron a una persona el pasado domingo en Saravena;.Arauca-Saravena-domingo 4 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Arauca;Saravena;6.954722222;-71.87666667;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45326;Prensa;La Prensa Araucana;https://www.facebook.com/photo?fbid=922455766552060&set=a.472407494890225
559;Violencia;2024-02-09T00:00:00;Desde el día viernes a las 6am desapreció un hombre enTame;.Arauca-Tame-viernes 9 febrero 2024;Ataques contra la población civil;Desaparición forzada;No;No;No;Arauca;Tame;6.458333333;-71.74472222;1;Masculino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Desconocido;Desconocido;45334;Prensa;La Prensa Araucana;https://www.facebook.com/photo?fbid=926730132791290&set=a.472407488223559
560;Violencia;2024-02-21T00:00:00;Suárez, Cauca: asesinan a dos personas en la zona rural;.Cauca-Suárez-miércoles 21 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Suárez;2.954166667;-76.69361111;1;Femenino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45343;Prensa;periodicovirtual.com;https://periodicovirtual.com/suarez-cauca-asesinan-a-dos-personas-en-la-zona-rural/
561;Violencia;2024-02-21T00:00:00;Suárez, Cauca: asesinan a dos personas en la zona rural;.Cauca-Suárez-miércoles 21 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Suárez;2.954166667;-76.69361111;1;Masculino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45343;Prensa;periodicovirtual.com;https://periodicovirtual.com/suarez-cauca-asesinan-a-dos-personas-en-la-zona-rural/
562;Violencia;2024-02-20T00:00:00;Doble homicidio en el municipio de Santander de Quilichao;.Cauca-Santander De Quilichao-martes 20 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Santander de Quilichao;3.008333333;-76.48388889;2;Masculino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45342;Prensa;periodicovirtual.com;https://periodicovirtual.com/terror-y-muerte-en-santander-de-quilichao/
563;Violencia;2024-02-21T00:00:00;Hallazgo de un cadáver desmembrado en el sector de La Capilla, Santander de Quilichao;.Cauca-Santander De Quilichao-miércoles 21 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Santander de Quilichao;3.008333333;-76.48388889;1;Desconocido;0;Sin Información;Sin información;Población en general;Desconocido;Muerto;Desconocido;45343;Prensa;periodicovirtual.com;https://periodicovirtual.com/terror-y-muerte-en-santander-de-quilichao/
564;Violencia;2024-02-21T00:00:00;Asesinan a una persona en la zona rural de Argelia, Cauca;.Cauca-Argelia-miércoles 21 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Cauca;Argelia;2.255833333;-77.24916667;1;Masculino;0;Sin Información;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45344;Prensa;periodicovirtual.com;https://periodicovirtual.com/asesinan-a-una-persona-en-la-zona-rural-de-argelia-cauca/
565;Violencia;2024-02-23T00:00:00;Accidente MAP deja 3 personas heridas en Los Andes - Nariño;.Nariño-Sotomayor (Los Andes)-viernes 23 febrero 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Nariño;Sotomayor;42.33863915;-8.572718626;1;Femenino;0;Sin Información;Sin información;Sin información;Mayor de 18 años;Herido;Civil;45345;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
566;Violencia;2024-02-23T00:00:00;Accidente MAP deja 3 personas heridas en Los Andes - Nariño;.Nariño-Sotomayor (Los Andes)-viernes 23 febrero 2024;Uso de artefactos explosivos;Mina antipersonal - MAP;No;No;No;Nariño;Sotomayor;42.33863915;-8.572718626;2;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;Herido;Civil;45345;Equipos Locales de Coordinación - ELC;ELC Nariño;Sin Enlace
567;Violencia;2024-02-25T00:00:00;Guerra entre grupos al margen de la ley estaría generando masivo desplazamiento en zona rural de Riohacha;.La Guajira-Riohacha-domingo 25 febrero 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;850;Desconocido;170;Sin Información;Indígena-Wiwa;Sin información;Sin información;No aplica;Desconocido;45347;Prensa;Diario del Caribe;https://diariocaribe.com.co/laguajira/guerra-entre-grupos-al-margen-de-la-ley-estaria-generando-masivo-desplazamiento-en-zona-rural-de-riohacha/
568;Violencia;2024-02-25T00:00:00;Guerra entre grupos al margen de la ley estaría generando masivo desplazamiento en zona rural de Riohacha;.La Guajira-Riohacha-domingo 25 febrero 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;2835;Desconocido;776;Sin Información;AfroColombiano-AfroColombiano;Sin información;Sin información;No aplica;Desconocido;45347;Prensa;Diario del Caribe;https://diariocaribe.com.co/laguajira/guerra-entre-grupos-al-margen-de-la-ley-estaria-generando-masivo-desplazamiento-en-zona-rural-de-riohacha/
569;Violencia;2024-02-25T00:00:00;Guerra entre grupos al margen de la ley estaría generando masivo desplazamiento en zona rural de Riohacha;.La Guajira-Riohacha-domingo 25 febrero 2024;Desplazamiento forzado;Desplazamientos masivos;Si;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;1200;Desconocido;300;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45347;Prensa;Diario del Caribe;https://diariocaribe.com.co/laguajira/guerra-entre-grupos-al-margen-de-la-ley-estaria-generando-masivo-desplazamiento-en-zona-rural-de-riohacha/
570;Violencia;2024-02-25T00:00:00;Guerra entre grupos al margen de la ley estaría generando masivo desplazamiento en zona rural de Riohacha;.La Guajira-Riohacha-domingo 25 febrero 2024;Acciones armadas;Enfrentamiento entre actores no estatales;Si;No;No;La Guajira;Riohacha;11.54416667;-72.90694444;1;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45347;Prensa;Diario del Caribe;https://diariocaribe.com.co/laguajira/guerra-entre-grupos-al-margen-de-la-ley-estaria-generando-masivo-desplazamiento-en-zona-rural-de-riohacha/
571;Violencia;2024-02-14T00:00:00;Homicidio de un hombre en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-miércoles 14 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;1;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45336;Prensa;Chocó 7 días;https://www.facebook.com/story.php?story_fbid=934949534914394&id=100051980689859&mibextid=oFDknk
572;Violencia;2024-02-16T00:00:00;Homicidio de un hombre en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-viernes 16 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;1;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45338;Prensa;Chocó 7 días;https://www.facebook.com/story.php?story_fbid=935993864809961&id=100051980689859&mibextid=oFDknk
573;Violencia;2024-02-20T00:00:00;Van 64 familias desplazadas por las amenazas del Clan del Golfo en Cáceres, Antioquia;.Antioquia-Cáceres-martes 20 febrero 2024;Desplazamiento forzado;Desplazamientos masivos;Si;No;No;Antioquia;Cáceres;7.579444444;-75.35027778;200;Desconocido;64;Campesino(a) / Agricultor(a);Sin información;Población en general;Sin información;No aplica;Civil;45344;Radio;Caracol;https://caracol.com.co/2024/02/22/van-64-familias-desplazadas-por-las-amenazas-del-clan-del-golfo-en-caceres-antioquia/
574;Violencia;2024-02-22T00:00:00;Homicidio de un hombre en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-jueves 22 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;1;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45344;Prensa;Chocó 7 días;https://www.facebook.com/story.php?story_fbid=939854271090587&id=100051980689859&mibextid=oFDknk
575;Violencia;2024-02-23T00:00:00;Homicidio de un hombre en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-viernes 23 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;1;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45345;Prensa;Chocó 7 días;https://www.facebook.com/story.php?story_fbid=939407017801979&id=100051980689859&mibextid=oFDknk
576;Violencia;2024-02-25T00:00:00;Homicidio de dos hombres en casco urbano de Quibdó (Chocó);.Chocó-Quibdó-domingo 25 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Chocó;Quibdó;5.692277;-76.658192;2;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Muerto;Desconocido;45347;Prensa;Chocó 7 días;https://www.facebook.com/story.php?story_fbid=904556858343364&id=100063671733424&mibextid=oFDknk
577;Violencia;2024-02-19T00:00:00;Restricciones a la movilidad en los ríos Sipí y San Juan impuestas por un GANE;.Chocó-Sipí-lunes 19 febrero 2024;Categorías Complementarias;Paro armado;No;No;No;Chocó;Sipí;4.651666667;-76.64388889;2465;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
578;Violencia;2024-02-19T00:00:00;Restricciones a la movilidad en los ríos Sipí y San Juan impuestas por un GANE;.Chocó-Sipí-lunes 19 febrero 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;No;No;Chocó;Sipí;4.651666667;-76.64388889;2465;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
579;Violencia;2024-02-19T00:00:00;Restricciones a la movilidad en los ríos Sipí y San Juan impuestas por un GANE;.Chocó-El Litoral Del San Juan-lunes 19 febrero 2024;Categorías Complementarias;Paro armado;No;No;No;Chocó;Litoral del San Juan;4.258611111;-77.3675;2427;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
580;Violencia;2024-02-19T00:00:00;Restricciones a la movilidad en los ríos Sipí y San Juan impuestas por un GANE;.Chocó-El Litoral Del San Juan-lunes 19 febrero 2024;Restricción al acceso humanitario;Restricciones a la movilidad y sobre, u obstrucción de acceso a servicios y asistencia por parte de las poblaciones;No;No;No;Chocó;Litoral del San Juan;4.258611111;-77.3675;2427;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;Sin Enlace
581;Violencia;2024-02-04T00:00:00;Se reporta la desaparición de una ciudadana de nacionalidad venezolana en vía Tame- Puerto Rondón;.Arauca-Tame-domingo 4 febrero 2024;Ataques contra la población civil;Desaparición forzada;Si;No;No;Arauca;Tame;6.458333333;-71.74472222;1;Femenino;0;Otro;Sin información;Sin información;Mayor de 18 años;Desconocido;Desconocido;2024-02-08, 2024-03-02;Prensa, Prensa;AGENCIAS DE NOTICIAS, Arauca 24/7;https://www.facebook.com/photo/?fbid=373608025423645&set=a.131533239631126
582;Violencia;2024-02-04T00:00:00;Se reporta la desaparición de una ciudadana de nacionalidad venezolana en vía Tame- Puerto Rondón;.Arauca-Tame-domingo 4 febrero 2024;Ataques contra la población civil;Desaparición forzada;Si;No;No;Arauca;Tame;6.458333333;-71.74472222;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;Desconocido;Desconocido;2024-02-08, 2024-03-02;Prensa, Prensa;AGENCIAS DE NOTICIAS, Arauca 24/7;https://www.facebook.com/photo/?fbid=373608025423645&set=a.131533239631126
583;Violencia;2024-02-10T00:00:00;Dos personas fallecidas en la madrugada de este sábado en Hato Corozal;.Casanare,Casanare-Hato Corozal,Paz De Ariporo-sábado 10 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Casanare;Hato Corozal;6.154722222;-71.76527778;1;Masculino;0;Sin Información;Sin información;Sin información;Desconocido;Muerto;Desconocido;45332;Prensa;AGENCIAS DE NOTICIAS;https://www.facebook.com/photo/?fbid=374752991975815&set=pcb.374753038642477
584;Violencia;2024-02-10T00:00:00;Dos personas fallecidas en la madrugada de este sábado en Hato Corozal;.Casanare,Casanare-Hato Corozal,Paz De Ariporo-sábado 10 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Casanare;Hato Corozal;6.154722222;-71.76527778;1;Masculino;0;Comerciante;Sin información;Sin información;Mayor de 18 años;Muerto;Desconocido;45332;Prensa;AGENCIAS DE NOTICIAS;https://www.facebook.com/photo/?fbid=374752991975815&set=pcb.374753038642477
585;Violencia;2024-02-10T00:00:00;Dos personas fallecidas en la madrugada de este sábado en Hato Corozal;.Casanare,Casanare-Hato Corozal,Paz De Ariporo-sábado 10 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Casanare;Paz de Ariporo;5.881111111;-71.89166667;1;Masculino;0;Sin Información;Sin información;Sin información;Desconocido;Muerto;Desconocido;45332;Prensa;AGENCIAS DE NOTICIAS;https://www.facebook.com/photo/?fbid=374752991975815&set=pcb.374753038642477
586;Violencia;2024-02-23T00:00:00;Se reporta desaparciión de un joven excandidato al Concejo en Saravena;.Arauca-Saravena-viernes 23 febrero 2024;Ataques contra la población civil;Desaparición forzada;No;No;No;Arauca;Saravena;6.954722222;-71.87666667;1;Masculino;0;Político / candidato a cargo político;Sin información;Sin información;Mayor de 18 años;Desconocido;Desconocido;45348;Prensa;AGENCIAS DE NOTICIAS;https://www.facebook.com/photo?fbid=382968021154312&set=a.131533239631126
587;Violencia;2024-02-19T00:00:00;Operaciones y hostilidades continuas de un GANE provocan la reprogamación de misiones y de respuesta humanitaria;.Chocó,Chocó-Sipí,Istmina-lunes 19 febrero 2024;Restricción al acceso humanitario;Operaciones militares y hostilidades continuas impidiendo a las operaciones humanitarias;No;No;No;Chocó;Istmina;5.163333333;-76.68666667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
588;Violencia;2024-02-19T00:00:00;Operaciones y hostilidades continuas de un GANE provocan la reprogamación de misiones y de respuesta humanitaria;.Chocó,Chocó-Sipí,Istmina-lunes 19 febrero 2024;Restricción al acceso humanitario;Operaciones militares y hostilidades continuas impidiendo a las operaciones humanitarias;No;No;No;Chocó;Sipí;4.651666667;-76.64388889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45341;Equipos Locales de Coordinación - ELC;ELC Chocó;ELC Chocó
589;Violencia;2024-02-22T00:00:00;En Toledo, las AGC reunieron a una comunidad y dijeron que ahora son los que mandan;.Antioquia-Toledo-jueves 22 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;Si;No;Antioquia;Toledo;7.010277778;-75.70166667;100;Desconocido;0;No Aplica;Sin información;Población en general;Desconocido;No aplica;Civil;45344;Radio;Caracol;https://caracol.com.co/2024/02/26/tras-una-persecucion-la-policia-incauto-mas-de-media-tonelada-de-marihuana-en-la-pintada/
590;Violencia;2024-02-25T00:00:00;Periodista independiente fue amenazada por las AGC y le tocó abandonar Segovia;.Antioquia-Segovia-domingo 25 febrero 2024;Ataques contra la población civil;Amenazas (individuales/colectivas);No;No;No;Antioquia;Segovia;7.078055556;-74.70166667;1;Femenino;0;Periodista(a);Sin información;Población en general;Mayor de 18 años;No aplica;Civil;45347;Radio;Caracol;https://caracol.com.co/2024/02/26/periodista-independiente-fue-amenazada-por-las-agc-y-le-toco-abandonar-segovia/
591;Violencia;2024-02-25T00:00:00;Secuestran a joven en ituango, Antioquia;.Antioquia-Ituango-domingo 25 febrero 2024;Ataques contra la población civil;Secuestro;No;No;No;Antioquia;Ituango;7.171111111;-75.76361111;1;Masculino;0;Ganadero (a);Sin información;Población en general;Mayor de 18 años;Desconocido;Civil;45347;Radio;Caracol;https://caracol.com.co/2024/02/25/el-concejo-de-ituango-pide-a-los-ilegales-la-pronta-liberacion-del-joven-secuestrado/
592;Violencia;2024-02-25T00:00:00;Empleados de la Continental Gold fueron atacados en minas de Buriticá;.Antioquia-Buriticá-domingo 25 febrero 2024;Ataques contra la población civil;Atentado;No;No;No;Antioquia;Buriticá;6.72;-75.9075;3;Masculino;0;Otro;Sin información;Población en general;Mayor de 18 años;Herido;Civil;45347;Radio;Caracol;https://caracol.com.co/2024/02/25/empleados-de-continental-gold-resultaron-afectados-por-ataque-con-explosivos-en-buritica/
593;Violencia;2024-02-26T00:00:00;Asesinan a minero en Zaragoza en Antioquia;.Antioquia-Zaragoza-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Zaragoza;7.489722222;-74.8675;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45348;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/asesinan-con-arma-de-fuego-un-minero-dentro-de-su-casa-en-zona-rural-de-zaragoza
594;Violencia;2024-02-26T00:00:00;Atado de pies y manos hallaron el cuerpo de un hombre en un cafetal de Betania;.Antioquia-Betania-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Betania;5.734722222;-75.97916667;1;Masculino;0;Campesino(a) / Agricultor(a);Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45348;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/atado-de-pies-y-manos-hallaron-el-cuerpo-de-un-hombre-en-un-cafetal-de-betania
595;Violencia;2024-02-26T00:00:00;En balacera con la Policía murió presunto delincuente del grupo criminal “Carne Rancia” en Ciudad Bolívar;.Antioquia-Ciudad Bolívar-lunes 26 febrero 2024;Acciones armadas;Combates;No;No;No;Antioquia;Ciudad Bolívar;5.849444444;-76.02027778;1;Masculino;0;Combatiente;Sin información;Población en general;Mayor de 18 años;Muerto;Actor Armado no Estatal;45348;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/en-balacera-con-la-policia-murio-un-presunto-delincuente-del-grupo-criminal
596;Violencia;2024-02-23T00:00:00;Con un cartel y múltiples impactos de bala encontraron cuerpo de un hombre en Tarazá;.Antioquia-Tarazá-lunes 26 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Tarazá;7.583888889;-75.40027778;1;Masculino;0;Desconocida;Sin información;Población en general;Mayor de 18 años;Muerto;Desconocido;45345;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/antioquia/con-un-cartel-y-multiples-impactos-de-bala-encontraron-cuerpo-de-un-hombre-en
597;Violencia;2024-02-24T00:00:00;Hombres armados le dispararon a un joven venezolano en la comuna 13 de Medellín;.Antioquia-Medellín-sábado 24 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Medellín;6.244747222;-75.57482778;1;Masculino;0;Otro;Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;Muerto;Desconocido;45346;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/mataron-balazos-motociclista-venezolano-en-la-comuna-13-de-medellin
598;Violencia;2024-02-24T00:00:00;Grupos armados asesinan a golpes a un jóven en el barrio Robledo de Medellín;.Antioquia-Medellín-sábado 24 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Antioquia;Medellín;6.244747222;-75.57482778;1;Masculino;0;Desconocida;Sin información;Población en general;Mayor de 18 años;Muerto;Civil;45346;Prensa;Alerta Paisa;https://www.alertapaisa.com/noticias/valle-de-aburra/combos-criminales-habrian-matado-golpes-un-pelao-en-el-barrio-robledo-de
599;Violencia;2024-02-26T00:00:00;Presencia de AEI en la vía Ábrego-Sardinata;.Norte De Santander-Ábrego-lunes 26 febrero 2024;Uso de artefactos explosivos;Munición sin explotar - MSE;No;No;No;Norte De Santander;Ábrego;8.0775;-73.21916667;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45348;Agencia UN;UNDSS;Sin Enlace
600;Violencia;2024-02-22T00:00:00;Secuestro de la directora de la ART;.Norte De Santander-Tibú-jueves 22 febrero 2024;Ataques contra la población civil;Secuestro;No;No;No;Norte De Santander;Tibú;8.64;-72.73805556;1;Femenino;0;Otro;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45344;Radio;Caracol;https://twitter.com/CaracolCucuta/status/1760744684610310517?t=6YdJONM3LiEUaElU9WwxdA&s=08
601;Violencia;2024-02-24T00:00:00;Incursion de GANE en el corregimiento de San Juancito;.Norte De Santander-Teorama-sábado 24 febrero 2024;Acciones armadas;Incursión;No;No;No;Norte De Santander;Teorama;8.435277778;-73.28638889;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45346;Prensa;La Opinión;https://www.facebook.com/watch/?v=8087833901243603
602;Violencia;2024-02-24T00:00:00;Reten ilegal en Sardinata;.Norte De Santander-Sardinata-sábado 24 febrero 2024;Acciones armadas;Bloqueo de vías y/o Retén ilegal;No;No;No;Norte De Santander;Sardinata;8.083611111;-72.80027778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45346;Agencia UN;UNDSS;Sin Enlace
603;Violencia;2024-02-20T00:00:00;Fue retenida la directora territorial de la Unidad de Víctimas;.Norte De Santander-Tibú-martes 20 febrero 2024;Ataques contra la población civil;Secuestro;No;No;No;Norte De Santander;Tibú;8.64;-72.73805556;1;Femenino;0;Defensor (a) DD. HH;Sin información;Sin información;Mayor de 18 años;No aplica;Desconocido;45342;Prensa;El Espectador;https://www.elespectador.com/judicial/retienen-en-norte-de-santander-a-directora-territorial-de-la-unidad-de-victimas-noticias-hoy/
604;Violencia;2024-02-20T00:00:00;Masacraron a un expolicía venezolano;.Norte De Santander-Villa Del Rosario-martes 20 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Norte De Santander;Villa del Rosario;7.835277778;-72.47361111;1;Masculino;0;Otro;Sin información;Extranjero - Otro;Mayor de 18 años;Muerto;Desconocido;45342;Prensa;Infobae;https://www.infobae.com/colombia/2024/02/20/asesinaron-a-expolicia-venezolano-en-norte-de-santander-los-delincuentes-grabaron-video-del-homicidio/
605;Violencia;2024-02-20T00:00:00;Tres personas heridas en ataque armado;.Norte De Santander-El Zulia-martes 20 febrero 2024;Ataques contra la población civil;Atentado;No;No;No;Norte De Santander;El Zulia;7.9325;-72.6025;3;Masculino;0;Sin Información;Sin información;Sin información;Sin información;Desconocido;Desconocido;45342;Radio;La W;https://www.wradio.com.co/2024/02/20/tres-personas-heridas-en-ataque-armado-en-el-zulia-norte-de-santander/
606;Violencia;2024-02-21T00:00:00;Comunidades cocaleras anuncian protesta en el Catatumbo;.Norte De Santander-Tibú-miércoles 21 febrero 2024;Categorías Complementarias;Impacto por movilización social/protestas;No;No;No;Norte De Santander;Tibú;8.64;-72.73805556;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45343;Radio;Caracol;https://caracol.com.co/2024/02/21/comunidades-cocaleras-anuncian-protesta-en-el-catatumbo/
607;Violencia;2024-02-17T00:00:00;Confinamiento en cinco veredas de Norosí, Bolívar;.Bolívar-Norosí-sábado 17 febrero 2024;Restricción al acceso humanitario;Confinamiento/Bloqueo de comunidades;No;No;No;Bolívar;Norosí;8.526111111;-74.03777778;1070;Desconocido;330;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45339;Entidad Pública;Alcaldía;Sin Enlace
608;Violencia;2024-02-17T00:00:00;Confinamiento en cinco veredas de Norosí, Bolívar;.Bolívar-Norosí-sábado 17 febrero 2024;Acciones armadas;Enfrentamiento entre actores no estatales;No;No;No;Bolívar;Norosí;8.526111111;-74.03777778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45339;Entidad Pública;Alcaldía;Sin Enlace
609;Violencia;2024-02-17T00:00:00;Confinamiento en cinco veredas de Norosí, Bolívar;.Bolívar-Norosí-sábado 17 febrero 2024;Ataques contra la población civil;Homicidio intencional en persona protegida;No;No;No;Bolívar;Norosí;8.526111111;-74.03777778;2;Femenino;0;Otro;Sin información;Extranjero - Refugiado y Migrante (Venezolano);Mayor de 18 años;Muerto;Civil;45339;Entidad Pública;Alcaldía;Sin Enlace
610;Violencia;2024-02-17T00:00:00;Confinamiento en cinco veredas de Norosí, Bolívar;.Bolívar-Norosí-sábado 17 febrero 2024;Acciones armadas;Incursión;No;No;No;Bolívar;Norosí;8.526111111;-74.03777778;0;Desconocido;0;Sin Información;Sin información;Sin información;Sin información;No aplica;Desconocido;45339;Entidad Pública;Alcaldía;Sin Enlace
